R_0,D_lat,D_inf,α,D_imm,ρ,logα,η,accepted,logprior,loglikelihood,logjoint
6.943696971989721,1.5760606933993024,1.4763698115411494,0.514378995288882,13.642954410265409,0.7105213956472741,-0.41408688795561943,0.0015157165665103986,1.0,-8.645251492520911,-118.75431177906229,-127.3995632715832
6.368427635451559,1.4772528639608375,1.5904575764430047,0.5266352360065616,11.777300002732005,0.7188098624764914,-3.3433757356443436,0.0015157165665103986,0.0,-8.18657449943231,-117.90909452884216,-126.09566902827447
5.78854107359457,1.5729319580761545,1.3375794523422884,0.4736030278980267,11.602749698740196,0.761715215863358,-3.5310507143881438,0.0015157165665103986,0.0,-7.9052624385347725,-120.4995612613507,-128.40482369988547
5.78854107359457,1.5729319580761545,1.3375794523422884,0.4736030278980267,11.602749698740196,0.761715215863358,-5.2541487571831595,0.0015157165665103986,0.0,-7.9052624385347725,-120.2502198026092,-128.15548224114397
7.557184727189319,2.057070652357374,2.1856856053651645,0.5313188147161482,10.829680349047937,0.7165960207636255,-18.122278449724988,0.0015157165665103986,0.0,-9.095172101934633,-121.56193815958977,-130.6571102615244
7.0472212851034035,1.4736225560314433,2.1273385923730954,0.5402809322822254,10.125580824406349,0.683622448982833,-4.568890235882421,0.0015157165665103986,0.0,-8.667358072423557,-117.54823798110314,-126.2155960535267
5.816690195176624,1.4466289136384543,1.4515973268898705,0.5099131665816266,12.361308639787985,0.7310524457088609,-0.9896151068079604,0.0015157165665103986,0.0,-7.835886716516139,-118.02491961320737,-125.86080632972352
7.330698886459142,1.5043357332214993,1.539695432824218,0.5190808365378927,11.649919675752672,0.6913254783480447,-2.97338063353601,0.0015157165665103986,0.0,-9.065606352258769,-117.52654183849542,-126.59214819075419
8.080966548568938,1.4935100604104754,2.31873762777873,0.5625783032535788,12.50469837172892,0.6556351272328791,-12.216336810496259,0.0015157165665103986,0.0,-9.678083176027897,-118.05270236056761,-127.7307855365955
6.272022344052575,1.62078077497069,1.3869285135035572,0.4944098796569344,13.577402298278779,0.6703763956604014,-5.159149875616038,0.0015157165665103986,0.0,-7.985033118713114,-118.57722719786159,-126.56226031657471
7.996386547582772,1.253470598035189,1.8413757206270251,0.39880420221752777,13.960714847278906,0.611874370543565,-2.248069268710154,0.0015157165665103986,0.0,-9.781468732260631,-122.44829743299167,-132.2297661652523
3.95290772814688,0.9861213850740915,1.6601594772418231,0.4509009697575808,9.87204197625136,0.6512963205767052,-0.8394678154814699,0.0015157165665103986,1.0,-7.20501794325517,-119.45403668356725,-126.65905462682242
5.095413823681904,0.6734993059428973,2.7832551832883294,0.565597286735129,9.021268522354836,0.7367132885569598,-3.1723305605323304,0.0015157165665103986,0.0,-8.000324950875308,-120.06721468068201,-128.0675396315573
5.069362982140509,0.7554049064905601,1.45461718037549,0.4964306123988742,12.35328894515258,0.6784477497789392,-4.126721264977448,0.0015157165665103986,0.0,-7.89558631816743,-123.11216452443823,-131.00775084260565
5.975516442555644,0.6399565419586025,2.370796441271927,0.4568819679433557,10.840497919681468,0.5799646724307603,-2.12466363102817,0.0015157165665103986,0.0,-8.316884330841036,-121.81539862630241,-130.13228295714345
5.450217886495854,0.6255193016746932,2.395488914641392,0.5125333131416121,9.678652467474983,0.6876875167693071,-1.8959627773587897,0.0015157165665103986,0.0,-8.150757316032308,-119.50412389243567,-127.65488120846798
6.035906291916781,0.7336691932303958,3.576352584603286,0.31892897089380806,12.559211732384366,0.6824043288058338,-8.145973131811616,0.0015157165665103986,0.0,-8.424537598264916,-122.70195555801229,-131.1264931562772
4.6876399028738405,1.0571247512338635,1.6777369745530195,0.4389064468144419,10.409488957594307,0.6855318070885879,0.0,0.0015157165665103986,1.0,-7.403558845943525,-117.91571705997437,-125.31927590591789
6.6402397070836106,1.5656613254451934,2.0760306815335516,0.5647137386550423,10.724365472404815,0.6961544517710183,-6.13067484558799,0.0015157165665103986,0.0,-8.248825758096315,-119.43866650602655,-127.68749226412287
4.932871979766264,1.1842022957314473,1.4550164499406022,0.43794380534190125,11.47255049955291,0.6786227388843309,-5.58771769791322,0.0015157165665103986,0.0,-7.428351276959363,-119.12266454677166,-126.55101582373102
6.007326304942555,1.805166207795415,1.1186957406973306,0.43237518436826294,10.961346203374593,0.7096500854042909,-4.78820731997952,0.0015157165665103986,0.0,-8.001211509517532,-121.78761275543772,-129.78882426495525
6.63447450396763,1.3471069855228155,1.7516613512862946,0.4387712992738002,13.903669675945736,0.6790024170341338,-1.3019228846782909,0.0015157165665103986,0.0,-8.33332484284024,-119.29502126650475,-127.62834610934499
7.226178512640109,0.7917821862479464,2.8406349593073443,0.5364005495118127,10.767328014455384,0.5863893157028004,-24.87842823820921,0.0015157165665103986,0.0,-9.206785568741834,-121.13812552703526,-130.3449110957771
5.878446597945375,1.5999506759512885,1.1649288131666942,0.4543669841092029,12.025566345613093,0.7288275015041529,-3.124423034568835,0.0015157165665103986,0.0,-7.940205892662695,-120.16802939206832,-128.10823528473102
5.535193725658572,1.4248197278763843,2.577735404702453,0.473347544652598,11.410130494751842,0.7939573878856376,-3.706442794489192,0.0015157165665103986,0.0,-7.598434079852021,-124.94782649593921,-132.54626057579122
8.116095232374935,1.7815096790616611,1.1742953156541522,0.3657760059942789,16.566321030473816,0.6457735599294329,-3.303712267840581,0.0015157165665103986,0.0,-10.00415699771624,-124.98145609532496,-134.9856130930412
4.77265247580335,1.8086697174747746,1.7655859582112614,0.5414260038502429,8.128652024614226,0.7033407612835947,-12.231268121578466,0.0015157165665103986,0.0,-7.141262697645847,-122.78695044138057,-129.9282131390264
7.554274958838002,1.247960159012555,3.8090412006844683,0.4707986483410575,13.303004577897168,0.6810972562777933,0.0,0.0015157165665103986,1.0,-9.231662456586037,-121.13757864970269,-130.3692411062887
7.325150313970789,0.9797710443205244,2.8816843259218863,0.2536207755434313,15.281817607278139,0.6725874062705375,-7.003663433885151,0.0015157165665103986,0.0,-9.381895282963303,-123.77563285502283,-133.15752813798613
6.504438849000267,0.9610960386402685,3.8092008409296625,0.3832953628032445,11.093052195295138,0.6846229475542154,-0.43074060315606744,0.0015157165665103986,0.0,-8.551512194744227,-125.0973817514411,-133.64889394618532
8.351811906312966,1.31675246053731,1.5547451313722864,0.508170867040158,12.547905451005592,0.7293078013920375,-5.973818900371299,0.0015157165665103986,0.0,-10.457157923411044,-119.3118560679075,-129.76901399131853
6.715631407166766,1.1819297250239442,3.704904235665914,0.5669018039880506,13.950485701766995,0.704961319391903,-19.76428152908909,0.0015157165665103986,0.0,-8.44595403881107,-123.7312574570546,-132.17721149586566
9.180007956596661,1.3680468435651167,2.861376475539287,0.5397641740089136,9.749924073373007,0.6175913568577589,-1.5793222235325288,0.0015157165665103986,1.0,-11.293151393694203,-122.18535611524678,-133.478507508941
4.498207266312829,1.643858686912987,1.4901781430697545,0.43996472333884257,11.023919824997444,0.7150805952117933,-6.232871841309844,0.0015157165665103986,0.0,-7.043068132834496,-124.71374926400298,-131.75681739683748
3.6485523889383646,1.0725546546986258,1.8783915564015137,0.5316118778036906,8.480053596466856,0.7207196370197889,-1.0122373104200904,0.0015157165665103986,1.0,-7.189153136350701,-122.19968587592551,-129.3888390122762
3.99951519396228,0.88127301579911,2.3630004616601763,0.43629146012777237,10.544099607347956,0.7706421129842347,0.0,0.0015157165665103986,1.0,-7.379670911249448,-120.73659080319506,-128.1162617144445
3.755222408760087,0.8245535669644779,1.7580893023399873,0.4959128597487882,9.576927978570387,0.759126523433413,-0.41746001807221944,0.0015157165665103986,0.0,-7.530760252011569,-121.31484808358852,-128.84560833560008
6.074851575823478,1.0996258408058255,1.881544573697426,0.5013858296062217,14.16703100380038,0.7541828565956564,-4.744455698815756,0.0015157165665103986,0.0,-8.161957833784259,-122.17374881941116,-130.33570665319542
6.68786123587444,0.8516047702456102,2.8333624991311828,0.4689899647280133,10.422967218514897,0.7472645756372002,0.0,0.0015157165665103986,1.0,-8.867914528865342,-120.9947803164382,-129.86269484530354
7.127143756330309,1.3439998249288427,2.143216517356791,0.5642271542123156,10.480131798195579,0.6783372977493182,-2.053694550024076,0.0015157165665103986,0.0,-8.8068884667966,-117.15783651557325,-125.96472498236986
7.069440583533624,1.4147649554978674,2.0504119249573574,0.46864400675136636,9.963062922554567,0.6018491418977335,-0.10460843113069984,0.0015157165665103986,1.0,-8.643124581628706,-119.63827159684715,-128.28139617847586
8.129440471998407,1.3980740935213376,2.3364326859173907,0.5311986700773335,10.355732929710607,0.6690564970368247,0.0,0.0015157165665103986,1.0,-9.874183570720303,-116.86446759156671,-126.73865116228701
3.744504291052032,1.0290668164990615,1.1597914518133914,0.4047628061934486,10.401964026973223,0.619141857469876,-1.1757919900642548,0.0015157165665103986,1.0,-7.281000765361997,-124.73802044939994,-132.01902121476195
6.639072937782361,1.5558732113464893,1.1458523980635238,0.43964748456096225,10.41037614349282,0.6144271191760053,-7.506334711228959,0.0015157165665103986,0.0,-8.473453370739199,-119.30281872245831,-127.7762720931975
5.21707694694936,2.021628436214651,0.8590390020623017,0.43686208273702326,10.76022597709531,0.7203840208131511,-2.0659199936455366,0.0015157165665103986,0.0,-7.625537931910096,-122.09178671301021,-129.7173246449203
7.882314309952144,2.4042473030281997,1.5461119861177945,0.5282438997939523,11.957677744408441,0.7835449717223951,-11.492165678560895,0.0015157165665103986,0.0,-9.878979298476683,-122.68029655332818,-132.55927585180487
5.193549924082779,0.9980475432752867,1.8211106209979329,0.5141071296631997,9.810723449420646,0.6576876486838572,-3.538513357644149,0.0015157165665103986,0.0,-7.633280212129801,-117.43487528839398,-125.06815550052379
6.454219490130052,1.4295509071287658,2.996472178772881,0.5195737519647505,9.912016564018161,0.6751418400166491,-0.8700973539186521,0.0015157165665103986,1.0,-8.03198189804789,-118.60476036677862,-126.63674226482651
4.423218512050845,0.8889159060989852,1.9656893285073767,0.4919920375534138,10.13034442701026,0.7686807394630056,-4.163373825950046,0.0015157165665103986,0.0,-7.579682433680846,-122.67006697279562,-130.24974940647647
4.336225445191596,1.4010929049284258,1.3330500016255913,0.4544401940201637,12.524316044854235,0.7143394919283262,-0.2160744779596797,0.0015157165665103986,1.0,-7.107852647623914,-121.41678139469808,-128.524634042322
5.879067959405824,1.727871884667527,1.5443208893798959,0.4639631408318007,9.786947255187458,0.7881737941437924,0.0,0.0015157165665103986,1.0,-7.998794188668927,-123.1381403908469,-131.13693457951584
8.34134471463084,1.7695929695433554,1.779492236320892,0.5109286875510506,12.100931764529152,0.7400631143938037,-3.72262100235082,0.0015157165665103986,0.0,-10.199480637488982,-119.93316400325014,-130.13264464073913
7.177485978972653,1.8004112888537056,1.3490039354211818,0.5171776495254253,9.281170082914468,0.7359573770884139,-2.1623003976773703,0.0015157165665103986,0.0,-9.07464838268924,-119.51949316888984,-128.59414155157907
